id,age,sex,edu,polviews_10,issue,type,opinion,mf,value
124,22,Female,3,9,homosex,against,1,Authority,0
154,28,Male,4,2,homosex,against,1,Authority,0
194,51,Female,4,4,grass,against,1,Authority,0
39,50,Female,10,8,spkmil,against,1,Authority,0
25,22,Female,3,4,spkmil,against,1,Authority,0
59,35,Female,4,8,spkmil,against,1,Authority,0
202,34,Male,8,1,spkmil,against,1,Authority,0
147,20,Male,2,5,libmil,against,1,Authority,0
210,35,Female,8,7,libmil,against,1,Authority,0
97,42,Male,7,6,libmil,against,1,Authority,0
9,37,Female,7,2,libmil,against,1,Authority,0
75,31,Female,7,3,libmil,against,1,Authority,0
148,24,Male,4,6,libmil,against,1,Authority,0
78,30,Male,8,3,premarsx,against,1,Authority,0
17,57,Female,7,8,premarsx,against,1,Authority,0
118,25,Female,7,0,premarsx,against,1,Authority,0
174,23,Female,3,5,premarsx,against,1,Authority,0
211,28,Male,4,3,premarsx,against,1,Authority,0
220,32,Male,4,0,premarsx,against,1,Authority,0
210,35,Female,8,7,premarsx,against,1,Authority,0
31,21,Female,4,7,premarsx,against,1,Authority,0
67,25,Female,3,5,premarsx,against,1,Authority,0
75,31,Female,7,3,premarsx,against,1,Authority,0
54,30,Female,8,0,premarsx,against,1,Authority,0
13,67,Male,10,2,premarsx,against,1,Authority,0
161,41,Female,7,4,premarsx,against,1,Authority,0
135,26,Female,7,2,premarsx,against,1,Authority,0
3,57,Female,10,7,premarsx,against,1,Authority,0
133,23,Female,3,4,premarsx,against,1,Authority,0
203,29,Male,7,3,premarsx,against,1,Authority,0
30,24,Female,7,7,premarsx,against,1,Authority,0
32,21,Male,3,3,premarsx,against,1,Authority,0
114,37,Female,8,3,premarsx,against,1,Authority,0
154,28,Male,4,2,premarsx,against,1,Authority,0
208,30,Female,5,5,premarsx,against,1,Authority,0
25,22,Female,3,4,fehome,against,1,Authority,0
75,31,Female,7,3,fehome,against,1,Authority,0
212,19,Male,2,5,fehome,against,1,Authority,0
71,24,Male,2,5,obeylaw,against,1,Authority,0
220,32,Male,4,0,obeylaw,against,1,Authority,0
97,42,Male,7,6,obeylaw,against,1,Authority,0
60,21,Female,3,4,obeylaw,against,1,Authority,0
154,28,Male,4,2,obeylaw,against,1,Authority,0
10,29,Female,8,5,marlegit,against,1,Authority,0
8,27,Female,7,4,marlegit,against,1,Authority,0
40,27,Female,5,6,marlegit,against,1,Authority,0
135,26,Female,7,2,marlegit,against,1,Authority,0
49,29,Female,3,2,marlegit,against,1,Authority,0
124,22,Female,3,9,marlegit,against,1,Authority,0
154,28,Male,4,2,marlegit,against,1,Authority,0
5,18,Male,3,7,marlegit,against,1,Authority,0
97,42,Male,7,6,twoincs1,against,1,Authority,0
160,31,Female,8,2,twoincs1,against,1,Authority,0
105,26,Male,7,8,twoincs1,against,1,Authority,0
81,30,Male,7,3,twoincs1,against,1,Authority,0
60,21,Female,3,4,twoincs1,against,1,Authority,0
112,27,Male,4,6,abdefctw,against,1,Authority,0
200,28,Female,7,7,abdefctw,against,1,Authority,0
198,26,Female,3,6,abdefctw,against,1,Authority,0
13,67,Male,10,2,abdefctw,against,1,Authority,0
135,26,Female,7,2,abdefctw,against,1,Authority,0
154,28,Male,4,2,abdefctw,against,1,Authority,0
106,28,Male,7,6,abpoorw,against,1,Authority,0
147,20,Male,2,5,abpoorw,against,1,Authority,0
77,18,Male,3,5,abpoorw,against,1,Authority,0
31,21,Female,4,7,abpoorw,against,1,Authority,0
160,31,Female,8,2,abpoorw,against,1,Authority,0
142,25,Female,7,3,abpoorw,against,1,Authority,0
171,20,Male,3,5,abpoorw,against,1,Authority,0
157,19,Female,3,4,abpoorw,against,1,Authority,0
181,20,Female,3,6,abpoorw,against,1,Authority,0
112,27,Male,4,6,ifwrong,against,1,Authority,0
59,35,Female,4,8,ifwrong,against,1,Authority,0
97,42,Male,7,6,wrldgovt,against,1,Authority,0
105,26,Male,7,8,wrldgovt,against,1,Authority,0
60,21,Female,3,4,amownway,against,1,Authority,0
77,18,Male,3,5,forland,against,1,Authority,0
97,42,Male,7,6,forland,against,1,Authority,0
140,53,Female,8,4,forland,against,1,Authority,0
191,27,Female,3,5,forland,against,1,Authority,0
93,26,Male,3,5,forland,against,1,Authority,0
168,20,Female,7,5,forland,against,1,Authority,0
115,32,Male,4,3,forland,against,1,Authority,0
154,28,Male,4,2,forland,against,1,Authority,0
147,20,Male,2,5,amtv,against,1,Authority,0
97,42,Male,7,6,amtv,against,1,Authority,0
139,35,Female,7,5,amtv,against,1,Authority,0
40,27,Female,5,6,amtv,against,1,Authority,0
32,21,Male,3,3,amtv,against,1,Authority,0
154,28,Male,4,2,amtv,against,1,Authority,0
97,42,Male,7,6,mincult,against,1,Authority,0
15,22,Male,3,4,mincult,against,1,Authority,0
37,26,Male,3,7,mincult,against,1,Authority,0
170,32,Male,8,8,mincult,against,1,Authority,0
154,28,Male,4,2,mincult,against,1,Authority,0
122,38,Male,7,8,abany,against,1,Authority,0
83,36,Male,7,8,absingle,against,1,Authority,0
122,38,Male,7,8,abdefect,against,1,Authority,0
45,32,Female,8,5,cappun,against,1,Authority,0
192,17,Male,2,6,colhomo,against,1,Authority,0
63,30,Male,4,4,homosex,against,1,Authority,0
197,21,Female,7,4,libmil,against,1,Authority,0
122,38,Male,7,8,obeylaw,against,1,Authority,0
94,31,Female,8,5,abdefctw,against,1,Authority,0
199,29,Male,2,7,abpoorw,against,1,Authority,0
27,25,Male,3,5,amownway,against,1,Authority,0
138,29,Male,7,7,forland,against,1,Authority,0
53,37,Female,2,8,cappun,against,1,Authority,0
149,24,Male,3,7,xmarsex,against,1,Authority,0
90,25,Male,7,5,homosex,against,1,Authority,0
94,31,Female,8,5,homosex,against,1,Authority,0
53,37,Female,2,8,homosex,against,1,Authority,0
86,78,Male,8,6,homosex,against,1,Authority,0
122,38,Male,7,8,grass,against,1,Authority,0
113,23,Male,3,7,libmil,against,1,Authority,0
93,26,Male,3,5,libmil,against,1,Authority,0
172,31,Female,5,7,libmil,against,1,Authority,0
87,21,Female,3,7,libmil,against,1,Authority,0
209,24,Female,6,5,premarsx,against,1,Authority,0
134,25,Male,4,2,fehome,against,1,Authority,0
130,49,Male,7,4,fehome,against,1,Authority,0
49,29,Female,3,2,obeylaw,against,1,Authority,0
204,25,Female,8,5,marlegit,against,1,Authority,0
53,37,Female,2,8,marlegit,against,1,Authority,0
146,26,Male,7,5,abdefctw,against,1,Authority,0
84,48,Male,6,6,forland,against,1,Authority,0
191,27,Female,3,5,amtv,against,1,Authority,0
24,34,Male,7,8,mincult,against,1,Authority,0
200,28,Female,7,7,mincult,against,1,Authority,0
204,25,Female,8,5,homosex,against,1,Authority,0
88,31,Female,3,6,fehome,against,1,Authority,0
113,23,Male,3,7,fehome,against,1,Authority,0
36,23,Female,3,5,fehome,against,1,Authority,0
129,36,Male,3,4,marlegit,against,1,Authority,0
76,28,Female,4,5,ifwrong,against,1,Authority,0
45,32,Female,8,5,amownway,against,1,Authority,0
24,34,Male,7,8,forland,against,1,Authority,0
213,26,Female,4,3,forland,against,1,Authority,0
184,32,Male,7,2,amtv,against,1,Authority,0
168,20,Female,7,5,amtv,against,1,Authority,0
60,21,Female,3,4,amtv,against,1,Authority,0
5,18,Male,3,7,amtv,against,1,Authority,0
105,26,Male,7,8,mincult,against,1,Authority,0
113,23,Male,3,7,cappun,against,1,Authority,0
211,28,Male,4,3,homosex,against,1,Authority,0
191,27,Female,3,5,homosex,against,1,Authority,0
209,24,Female,6,5,homosex,against,1,Authority,0
141,36,Female,8,8,homosex,against,1,Authority,0
214,44,Female,8,0,homosex,against,1,Authority,0
24,34,Male,7,8,libmil,against,1,Authority,0
12,20,Female,3,5,libmil,against,1,Authority,0
160,31,Female,8,2,libmil,against,1,Authority,0
37,26,Male,3,7,libmil,against,1,Authority,0
36,23,Female,3,5,libmil,against,1,Authority,0
24,34,Male,7,8,premarsx,against,1,Authority,0
58,25,Male,4,3,premarsx,against,1,Authority,0
85,26,Female,7,7,premarsx,against,1,Authority,0
18,24,Female,4,5,fehome,against,1,Authority,0
191,27,Female,3,5,fehome,against,1,Authority,0
218,23,Female,7,7,fehome,against,1,Authority,0
184,32,Male,7,2,marlegit,against,1,Authority,0
40,27,Female,5,6,abdefctw,against,1,Authority,0
214,44,Female,8,0,abdefctw,against,1,Authority,0
24,34,Male,7,8,abpoorw,against,1,Authority,0
194,51,Female,4,4,abpoorw,against,1,Authority,0
18,24,Female,4,5,ifwrong,against,1,Authority,0
53,37,Female,2,8,ifwrong,against,1,Authority,0
157,19,Female,3,4,ifwrong,against,1,Authority,0
26,19,Male,3,4,forland,against,1,Authority,0
19,43,Male,7,6,forland,against,1,Authority,0
122,38,Male,7,8,absingle,against,1,Authority,0
48,23,Female,3,7,libmil,against,1,Authority,0
169,18,Male,2,0,amownway,against,1,Authority,0
181,20,Female,3,6,homosex,against,1,Authority,0
173,28,Female,7,6,abpoor,against,1,Authority,0
199,29,Male,2,7,cappun,against,1,Authority,0
36,23,Female,3,5,xmarsex,against,1,Authority,0
110,28,Female,3,6,spkmil,against,1,Authority,0
140,53,Female,8,4,spkmil,against,1,Authority,0
116,18,Male,3,5,forland,against,1,Authority,0
94,31,Female,8,5,absingle,pro,0,Authority,0
87,21,Female,3,7,absingle,pro,0,Authority,0
17,57,Female,7,8,abpoor,pro,0,Authority,0
83,36,Male,7,8,abpoor,pro,0,Authority,0
146,26,Male,7,5,abpoor,pro,0,Authority,0
91,31,Female,8,8,abpoor,pro,0,Authority,0
93,26,Male,3,5,abpoor,pro,0,Authority,0
216,24,Female,8,8,abhlth,pro,0,Authority,0
77,18,Male,3,5,cappun,pro,0,Authority,0
121,40,Male,6,6,cappun,pro,0,Authority,0
150,20,Female,3,3,cappun,pro,0,Authority,0
107,29,Male,7,6,cappun,pro,0,Authority,1
214,44,Female,8,0,cappun,pro,0,Authority,0
181,20,Female,3,6,cappun,pro,0,Authority,0
39,50,Female,10,8,suicide1,pro,0,Authority,0
97,42,Male,7,6,suicide1,pro,0,Authority,0
222,24,Male,3,7,suicide1,pro,0,Authority,0
138,29,Male,7,7,suicide1,pro,0,Authority,0
83,36,Male,7,8,xmarsex,pro,0,Authority,0
90,25,Male,7,5,xmarsex,pro,0,Authority,1
128,35,Female,8,6,xmarsex,pro,0,Authority,1
63,30,Male,4,4,xmarsex,pro,0,Authority,1
168,20,Female,7,5,xmarsex,pro,0,Authority,0
70,23,Female,4,7,xmarsex,pro,0,Authority,1
44,26,Female,7,5,xmarsex,pro,0,Authority,0
173,28,Female,7,6,homosex,pro,0,Authority,0
93,26,Male,3,5,homosex,pro,0,Authority,0
124,22,Female,3,9,homosex,pro,0,Authority,1
62,24,Male,4,8,grass,pro,0,Authority,0
110,28,Female,3,6,grass,pro,0,Authority,0
155,36,Male,6,6,grass,pro,0,Authority,0
204,25,Female,8,5,spkmil,pro,0,Authority,0
69,19,Male,3,8,spkmil,pro,0,Authority,0
113,23,Male,3,7,libmil,pro,0,Authority,0
67,25,Female,3,5,libmil,pro,0,Authority,0
103,24,Male,7,7,libmil,pro,0,Authority,0
8,27,Female,7,4,libmil,pro,0,Authority,1
82,26,Female,4,4,libmil,pro,0,Authority,0
70,23,Female,4,7,libmil,pro,0,Authority,0
27,25,Male,3,5,libmil,pro,0,Authority,1
78,30,Male,8,3,premarsx,pro,0,Authority,0
38,23,Female,4,5,premarsx,pro,0,Authority,0
10,29,Female,8,5,premarsx,pro,0,Authority,0
94,31,Female,8,5,premarsx,pro,0,Authority,0
178,18,Male,3,2,premarsx,pro,0,Authority,0
82,26,Female,4,4,fehome,pro,0,Authority,0
128,35,Female,8,6,fehome,pro,0,Authority,0
105,26,Male,7,8,fehome,pro,0,Authority,0
181,20,Female,3,6,fehome,pro,0,Authority,0
80,18,Male,3,5,fehome,pro,0,Authority,0
182,26,Male,7,2,marlegit,pro,0,Authority,1
90,25,Male,7,5,marlegit,pro,0,Authority,1
76,28,Female,4,5,marlegit,pro,0,Authority,0
49,29,Female,3,2,marlegit,pro,0,Authority,1
137,25,Female,7,6,marlegit,pro,0,Authority,1
80,18,Male,3,5,marlegit,pro,0,Authority,1
154,28,Male,4,2,marlegit,pro,0,Authority,1
213,26,Female,4,3,abdefctw,pro,0,Authority,0
153,28,Female,7,6,abdefctw,pro,0,Authority,0
165,21,Male,3,6,abpoorw,pro,0,Authority,0
90,25,Male,7,5,abpoorw,pro,0,Authority,1
9,37,Female,7,2,abpoorw,pro,0,Authority,0
153,28,Female,7,6,abpoorw,pro,0,Authority,0
178,18,Male,3,2,abpoorw,pro,0,Authority,0
154,28,Male,4,2,abpoorw,pro,0,Authority,0
99,24,Female,7,0,ifwrong,pro,0,Authority,1
200,28,Female,7,7,ifwrong,pro,0,Authority,1
153,28,Female,7,6,ifwrong,pro,0,Authority,0
100,34,Female,8,8,ifwrong,pro,0,Authority,1
107,29,Male,7,6,wrldgovt,pro,0,Authority,0
67,25,Female,3,5,wrldgovt,pro,0,Authority,0
112,27,Male,4,6,wrldgovt,pro,0,Authority,0
164,33,Male,8,6,forland,pro,0,Authority,0
150,20,Female,3,3,forland,pro,0,Authority,0
21,54,Male,8,3,forland,pro,0,Authority,1
24,34,Male,7,8,amtv,pro,0,Authority,0
186,25,Male,7,5,amtv,pro,0,Authority,0
148,24,Male,4,6,amtv,pro,0,Authority,0
17,57,Female,7,8,mincult,pro,0,Authority,0
90,25,Male,7,5,mincult,pro,0,Authority,1
37,26,Male,3,7,mincult,pro,0,Authority,0
163,25,Male,6,7,mincult,pro,0,Authority,0
133,23,Female,3,4,mincult,pro,0,Authority,0
30,24,Female,7,7,abpoor,pro,0,Authority,1
83,36,Male,7,8,cappun,pro,0,Authority,1
206,26,Male,4,2,cappun,pro,0,Authority,1
75,31,Female,7,3,cappun,pro,0,Authority,1
163,25,Male,6,7,cappun,pro,0,Authority,1
194,51,Female,4,4,cappun,pro,0,Authority,1
95,22,Female,2,1,cappun,pro,0,Authority,1
149,24,Male,3,7,cappun,pro,0,Authority,1
50,22,Male,7,4,cappun,pro,0,Authority,1
216,24,Female,8,8,cappun,pro,0,Authority,1
202,34,Male,8,1,xmarsex,pro,0,Authority,1
107,29,Male,7,6,homosex,pro,0,Authority,1
90,25,Male,7,5,homosex,pro,0,Authority,1
111,27,Male,7,0,homosex,pro,0,Authority,1
168,20,Female,7,5,homosex,pro,0,Authority,1
79,25,Male,7,6,spkmil,pro,0,Authority,1
41,24,Male,7,8,spkmil,pro,0,Authority,1
165,21,Male,3,6,libmil,pro,0,Authority,1
72,22,Male,6,7,libmil,pro,0,Authority,1
24,34,Male,7,8,libmil,pro,0,Authority,1
156,33,Female,8,3,libmil,pro,0,Authority,1
40,27,Female,5,6,libmil,pro,0,Authority,1
105,26,Male,7,8,libmil,pro,0,Authority,1
63,30,Male,4,4,libmil,pro,0,Authority,1
93,26,Male,3,5,libmil,pro,0,Authority,1
168,20,Female,7,5,libmil,pro,0,Authority,1
96,46,Female,8,2,libmil,pro,0,Authority,1
214,44,Female,8,0,libmil,pro,0,Authority,1
32,21,Male,3,3,libmil,pro,0,Authority,1
118,25,Female,7,0,premarsx,pro,0,Authority,1
187,44,Male,6,5,premarsx,pro,0,Authority,1
90,25,Male,7,5,premarsx,pro,0,Authority,1
181,20,Female,3,6,premarsx,pro,0,Authority,1
182,26,Male,7,2,fehome,pro,0,Authority,1
89,25,Female,3,4,fehome,pro,0,Authority,1
35,30,Male,8,6,fehome,pro,0,Authority,1
112,27,Male,4,6,fehome,pro,0,Authority,1
193,21,Male,3,5,fehome,pro,0,Authority,1
143,21,Female,2,8,fehome,pro,0,Authority,1
168,20,Female,7,5,fehome,pro,0,Authority,1
87,21,Female,3,7,fehome,pro,0,Authority,1
137,25,Female,7,6,fehome,pro,0,Authority,1
218,23,Female,7,7,fehome,pro,0,Authority,1
154,28,Male,4,2,fehome,pro,0,Authority,1
176,22,Female,3,3,obeylaw,pro,0,Authority,1
75,31,Female,7,3,obeylaw,pro,0,Authority,1
57,35,Female,10,0,obeylaw,pro,0,Authority,1
105,26,Male,7,8,obeylaw,pro,0,Authority,1
63,30,Male,4,4,obeylaw,pro,0,Authority,1
149,24,Male,3,7,obeylaw,pro,0,Authority,1
93,26,Male,3,5,obeylaw,pro,0,Authority,1
49,29,Female,3,2,obeylaw,pro,0,Authority,1
133,23,Female,3,4,obeylaw,pro,0,Authority,1
214,44,Female,8,0,obeylaw,pro,0,Authority,1
154,28,Male,4,2,obeylaw,pro,0,Authority,1
56,30,Female,7,9,marlegit,pro,0,Authority,1
159,21,Female,7,6,marlegit,pro,0,Authority,1
140,53,Female,8,4,marlegit,pro,0,Authority,1
209,24,Female,6,5,marlegit,pro,0,Authority,1
178,18,Male,3,2,marlegit,pro,0,Authority,1
124,22,Female,3,9,marlegit,pro,0,Authority,1
202,34,Male,8,1,abdefctw,pro,0,Authority,1
217,23,Female,4,3,abdefctw,pro,0,Authority,1
180,36,Male,7,2,abpoorw,pro,0,Authority,1
111,27,Male,7,0,abpoorw,pro,0,Authority,1
49,29,Female,3,2,abpoorw,pro,0,Authority,1
217,23,Female,4,3,abpoorw,pro,0,Authority,1
137,25,Female,7,6,abpoorw,pro,0,Authority,1
125,28,Do not wish to disclose,8,7,ifwrong,pro,0,Authority,1
22,42,Female,10,5,ifwrong,pro,0,Authority,1
107,29,Male,7,6,ifwrong,pro,0,Authority,1
67,25,Female,3,5,ifwrong,pro,0,Authority,1
90,25,Male,7,5,ifwrong,pro,0,Authority,1
75,31,Female,7,3,ifwrong,pro,0,Authority,1
8,27,Female,7,4,ifwrong,pro,0,Authority,1
91,31,Female,8,8,ifwrong,pro,0,Authority,1
162,20,Male,4,3,ifwrong,pro,0,Authority,1
202,34,Male,8,1,ifwrong,pro,0,Authority,1
194,51,Female,4,4,ifwrong,pro,0,Authority,1
63,30,Male,4,4,ifwrong,pro,0,Authority,1
33,23,Female,4,6,ifwrong,pro,0,Authority,1
49,29,Female,3,2,ifwrong,pro,0,Authority,1
217,23,Female,4,3,ifwrong,pro,0,Authority,1
148,24,Male,4,6,ifwrong,pro,0,Authority,1
197,21,Female,7,4,ifwrong,pro,0,Authority,1
32,21,Male,3,3,ifwrong,pro,0,Authority,1
159,21,Female,7,6,amownway,pro,0,Authority,1
49,29,Female,3,2,amownway,pro,0,Authority,1
77,18,Male,3,5,forland,pro,0,Authority,1
70,23,Female,4,7,forland,pro,0,Authority,1
190,19,Male,4,3,amtv,pro,0,Authority,1
95,22,Female,2,1,amtv,pro,0,Authority,1
209,24,Female,6,5,amtv,pro,0,Authority,1
197,21,Female,7,4,mincult,pro,0,Authority,1
122,38,Male,7,8,abpoor,pro,0,Authority,1
135,26,Female,7,2,cappun,pro,0,Authority,1
96,46,Female,8,2,cappun,pro,0,Authority,1
149,24,Male,3,7,xmarsex,pro,0,Authority,1
182,26,Male,7,2,homosex,pro,0,Authority,1
56,30,Female,7,9,homosex,pro,0,Authority,1
15,22,Male,3,4,homosex,pro,0,Authority,1
47,35,Male,7,8,homosex,pro,0,Authority,1
63,30,Male,4,4,homosex,pro,0,Authority,1
130,49,Male,7,4,homosex,pro,0,Authority,1
154,28,Male,4,2,homosex,pro,0,Authority,1
127,23,Female,3,6,libmil,pro,0,Authority,1
52,36,Female,8,5,libmil,pro,0,Authority,1
75,31,Female,7,3,libmil,pro,0,Authority,1
15,22,Male,3,4,libmil,pro,0,Authority,1
159,21,Female,7,6,libmil,pro,0,Authority,1
160,31,Female,8,2,libmil,pro,0,Authority,1
48,23,Female,3,7,libmil,pro,0,Authority,1
6,27,Male,7,6,libmil,pro,0,Authority,1
217,23,Female,4,3,libmil,pro,0,Authority,1
66,19,Male,3,5,premarsx,pro,0,Authority,1
83,36,Male,7,8,premarsx,pro,0,Authority,1
220,32,Male,4,0,premarsx,pro,0,Authority,1
67,25,Female,3,5,premarsx,pro,0,Authority,1
103,24,Male,7,7,premarsx,pro,0,Authority,1
26,19,Male,3,4,premarsx,pro,0,Authority,1
54,30,Female,8,0,premarsx,pro,0,Authority,1
202,34,Male,8,1,premarsx,pro,0,Authority,1
149,24,Male,3,7,premarsx,pro,0,Authority,1
85,26,Female,7,7,premarsx,pro,0,Authority,1
215,29,Female,6,8,premarsx,pro,0,Authority,1
135,26,Female,7,2,premarsx,pro,0,Authority,1
114,37,Female,8,3,premarsx,pro,0,Authority,1
83,36,Male,7,8,fehome,pro,0,Authority,1
24,34,Male,7,8,fehome,pro,0,Authority,1
90,25,Male,7,5,fehome,pro,0,Authority,1
26,19,Male,3,4,fehome,pro,0,Authority,1
204,25,Female,8,5,fehome,pro,0,Authority,1
200,28,Female,7,7,fehome,pro,0,Authority,1
54,30,Female,8,0,fehome,pro,0,Authority,1
40,27,Female,5,6,fehome,pro,0,Authority,1
202,34,Male,8,1,fehome,pro,0,Authority,1
149,24,Male,3,7,fehome,pro,0,Authority,1
42,26,Male,4,3,fehome,pro,0,Authority,1
33,23,Female,4,6,fehome,pro,0,Authority,1
133,23,Female,3,4,fehome,pro,0,Authority,1
130,49,Male,7,4,fehome,pro,0,Authority,1
50,22,Male,7,4,fehome,pro,0,Authority,1
214,44,Female,8,0,fehome,pro,0,Authority,1
41,24,Male,7,8,fehome,pro,0,Authority,1
70,23,Female,4,7,fehome,pro,0,Authority,1
208,30,Female,5,5,fehome,pro,0,Authority,1
39,50,Female,10,8,obeylaw,pro,0,Authority,1
71,24,Male,2,5,obeylaw,pro,0,Authority,1
220,32,Male,4,0,obeylaw,pro,0,Authority,1
90,25,Male,7,5,obeylaw,pro,0,Authority,1
188,47,Male,10,2,obeylaw,pro,0,Authority,1
33,23,Female,4,6,obeylaw,pro,0,Authority,1
175,25,Female,3,5,marlegit,pro,0,Authority,1
83,36,Male,7,8,marlegit,pro,0,Authority,1
77,18,Male,3,5,marlegit,pro,0,Authority,1
210,35,Female,8,7,marlegit,pro,0,Authority,1
187,44,Male,6,5,marlegit,pro,0,Authority,1
24,34,Male,7,8,marlegit,pro,0,Authority,1
67,25,Female,3,5,marlegit,pro,0,Authority,1
204,25,Female,8,5,marlegit,pro,0,Authority,1
200,28,Female,7,7,marlegit,pro,0,Authority,1
40,27,Female,5,6,marlegit,pro,0,Authority,1
45,32,Female,8,5,marlegit,pro,0,Authority,1
135,26,Female,7,2,marlegit,pro,0,Authority,1
157,19,Female,3,4,marlegit,pro,0,Authority,1
5,18,Male,3,7,marlegit,pro,0,Authority,1
165,21,Male,3,6,abdefctw,pro,0,Authority,1
22,42,Female,10,5,abdefctw,pro,0,Authority,1
113,23,Male,3,7,abdefctw,pro,0,Authority,1
47,35,Male,7,8,abdefctw,pro,0,Authority,1
57,35,Female,10,0,abdefctw,pro,0,Authority,1
168,20,Female,7,5,abdefctw,pro,0,Authority,1
214,44,Female,8,0,abdefctw,pro,0,Authority,1
137,25,Female,7,6,abdefctw,pro,0,Authority,1
114,37,Female,8,3,abdefctw,pro,0,Authority,1
164,33,Male,8,6,abpoorw,pro,0,Authority,1
35,30,Male,8,6,abpoorw,pro,0,Authority,1
58,25,Male,4,3,abpoorw,pro,0,Authority,1
200,28,Female,7,7,abpoorw,pro,0,Authority,1
143,21,Female,2,8,abpoorw,pro,0,Authority,1
79,25,Male,7,6,abpoorw,pro,0,Authority,1
133,23,Female,3,4,abpoorw,pro,0,Authority,1
50,22,Male,7,4,abpoorw,pro,0,Authority,1
114,37,Female,8,3,abpoorw,pro,0,Authority,1
39,50,Female,10,8,ifwrong,pro,0,Authority,1
206,26,Male,4,2,ifwrong,pro,0,Authority,1
1,27,Female,7,8,ifwrong,pro,0,Authority,1
31,21,Female,4,7,ifwrong,pro,0,Authority,1
103,24,Male,7,7,ifwrong,pro,0,Authority,1
105,26,Male,7,8,ifwrong,pro,0,Authority,1
73,32,Female,2,4,ifwrong,pro,0,Authority,1
209,24,Female,6,5,ifwrong,pro,0,Authority,1
135,26,Female,7,2,ifwrong,pro,0,Authority,1
133,23,Female,3,4,ifwrong,pro,0,Authority,1
138,29,Male,7,7,ifwrong,pro,0,Authority,1
114,37,Female,8,3,ifwrong,pro,0,Authority,1
125,28,Do not wish to disclose,8,7,amownway,pro,0,Authority,1
120,27,Female,7,5,amownway,pro,0,Authority,1
79,25,Male,7,6,forland,pro,0,Authority,1
29,22,Male,3,4,forland,pro,0,Authority,1
217,23,Female,4,3,forland,pro,0,Authority,1
153,28,Female,7,6,forland,pro,0,Authority,1
147,20,Male,2,5,amtv,pro,0,Authority,1
174,23,Female,3,5,amtv,pro,0,Authority,1
77,18,Male,3,5,amtv,pro,0,Authority,1
35,30,Male,8,6,amtv,pro,0,Authority,1
61,20,Male,7,8,amtv,pro,0,Authority,1
204,25,Female,8,5,amtv,pro,0,Authority,1
160,31,Female,8,2,amtv,pro,0,Authority,1
105,26,Male,7,8,amtv,pro,0,Authority,1
149,24,Male,3,7,amtv,pro,0,Authority,1
153,28,Female,7,6,amtv,pro,0,Authority,1
60,21,Female,3,4,amtv,pro,0,Authority,1
70,23,Female,4,7,amtv,pro,0,Authority,1
27,25,Male,3,5,amtv,pro,0,Authority,1
105,26,Male,7,8,absingle,pro,0,Authority,1
222,24,Male,3,7,absingle,pro,0,Authority,1
105,26,Male,7,8,abrape,pro,0,Authority,1
99,24,Female,7,0,cappun,pro,0,Authority,1
97,42,Male,7,6,cappun,pro,0,Authority,1
127,23,Female,3,6,cappun,pro,0,Authority,1
158,26,Male,4,2,cappun,pro,0,Authority,1
156,33,Female,8,3,cappun,pro,0,Authority,1
202,34,Male,8,1,cappun,pro,0,Authority,1
128,35,Female,8,6,cappun,pro,0,Authority,1
49,29,Female,3,2,cappun,pro,0,Authority,1
133,23,Female,3,4,cappun,pro,0,Authority,1
217,23,Female,4,3,cappun,pro,0,Authority,1
51,23,Female,7,3,cappun,pro,0,Authority,1
81,30,Male,7,3,cappun,pro,0,Authority,1
154,28,Male,4,2,xmarsex,pro,0,Authority,1
211,28,Male,4,3,homosex,pro,0,Authority,1
77,18,Male,3,5,homosex,pro,0,Authority,1
204,25,Female,8,5,homosex,pro,0,Authority,1
159,21,Female,7,6,homosex,pro,0,Authority,1
202,34,Male,8,1,homosex,pro,0,Authority,1
94,31,Female,8,5,homosex,pro,0,Authority,1
105,26,Male,7,8,homosex,pro,0,Authority,1
117,25,Female,7,6,homosex,pro,0,Authority,1
36,23,Female,3,5,homosex,pro,0,Authority,1
85,26,Female,7,7,homosex,pro,0,Authority,1
135,26,Female,7,2,homosex,pro,0,Authority,1
217,23,Female,4,3,homosex,pro,0,Authority,1
124,22,Female,3,9,spkmil,pro,0,Authority,1
39,50,Female,10,8,libmil,pro,0,Authority,1
174,23,Female,3,5,libmil,pro,0,Authority,1
187,44,Male,6,5,libmil,pro,0,Authority,1
97,42,Male,7,6,libmil,pro,0,Authority,1
107,29,Male,7,6,libmil,pro,0,Authority,1
37,26,Male,3,7,libmil,pro,0,Authority,1
195,21,Female,3,2,libmil,pro,0,Authority,1
128,35,Female,8,6,libmil,pro,0,Authority,1
222,24,Male,3,7,libmil,pro,0,Authority,1
135,26,Female,7,2,libmil,pro,0,Authority,1
172,31,Female,5,7,libmil,pro,0,Authority,1
28,25,Female,7,3,libmil,pro,0,Authority,1
137,25,Female,7,6,libmil,pro,0,Authority,1
154,28,Male,4,2,libmil,pro,0,Authority,1
195,21,Female,3,2,premarsx,pro,0,Authority,1
33,23,Female,4,6,premarsx,pro,0,Authority,1
18,24,Female,4,5,fehome,pro,0,Authority,1
134,25,Male,4,2,fehome,pro,0,Authority,1
39,50,Female,10,8,fehome,pro,0,Authority,1
77,18,Male,3,5,fehome,pro,0,Authority,1
1,27,Female,7,8,fehome,pro,0,Authority,1
97,42,Male,7,6,fehome,pro,0,Authority,1
